userID,artistID,weight,id,artist_name,cnt
126,55,1262,55,Kylie Minogue,298
129,55,157,55,Kylie Minogue,298
130,55,385,55,Kylie Minogue,298
132,55,850,55,Kylie Minogue,298
134,55,177,55,Kylie Minogue,298
135,55,954,55,Kylie Minogue,298
136,55,376,55,Kylie Minogue,298
137,55,1108,55,Kylie Minogue,298
144,55,82,55,Kylie Minogue,298
147,55,502,55,Kylie Minogue,298
209,55,28,55,Kylie Minogue,298
214,55,329,55,Kylie Minogue,298
227,55,8119,55,Kylie Minogue,298
230,55,875,55,Kylie Minogue,298
232,55,332,55,Kylie Minogue,298
233,55,65,55,Kylie Minogue,298
240,55,97,55,Kylie Minogue,298
243,55,2783,55,Kylie Minogue,298
252,55,1701,55,Kylie Minogue,298
253,55,1363,55,Kylie Minogue,298
256,55,1941,55,Kylie Minogue,298
271,55,840,55,Kylie Minogue,298
278,55,388,55,Kylie Minogue,298
299,55,448,55,Kylie Minogue,298
302,55,436,55,Kylie Minogue,298
305,55,116,55,Kylie Minogue,298
310,55,394,55,Kylie Minogue,298
327,55,510,55,Kylie Minogue,298
329,55,4954,55,Kylie Minogue,298
332,55,32,55,Kylie Minogue,298
333,55,52,55,Kylie Minogue,298
335,55,490,55,Kylie Minogue,298
339,55,2463,55,Kylie Minogue,298
340,55,248,55,Kylie Minogue,298
346,55,518,55,Kylie Minogue,298
350,55,10439,55,Kylie Minogue,298
357,55,2188,55,Kylie Minogue,298
361,55,214,55,Kylie Minogue,298
390,55,20118,55,Kylie Minogue,298
400,55,45,55,Kylie Minogue,298
405,55,3759,55,Kylie Minogue,298
413,55,367,55,Kylie Minogue,298
414,55,470,55,Kylie Minogue,298
415,55,1152,55,Kylie Minogue,298
417,55,284,55,Kylie Minogue,298
420,55,203,55,Kylie Minogue,298
421,55,215,55,Kylie Minogue,298
425,55,63,55,Kylie Minogue,298
428,55,2518,55,Kylie Minogue,298
458,55,54,55,Kylie Minogue,298
470,55,1757,55,Kylie Minogue,298
472,55,196,55,Kylie Minogue,298
477,55,1087,55,Kylie Minogue,298
479,55,130,55,Kylie Minogue,298
481,55,824,55,Kylie Minogue,298
486,55,112,55,Kylie Minogue,298
494,55,152,55,Kylie Minogue,298
495,55,74,55,Kylie Minogue,298
497,55,65,55,Kylie Minogue,298
498,55,743,55,Kylie Minogue,298
499,55,2,55,Kylie Minogue,298
501,55,550,55,Kylie Minogue,298
502,55,593,55,Kylie Minogue,298
503,55,1086,55,Kylie Minogue,298
510,55,3,55,Kylie Minogue,298
518,55,548,55,Kylie Minogue,298
520,55,126,55,Kylie Minogue,298
527,55,227,55,Kylie Minogue,298
531,55,206,55,Kylie Minogue,298
535,55,211,55,Kylie Minogue,298
538,55,120,55,Kylie Minogue,298
569,55,248,55,Kylie Minogue,298
571,55,2948,55,Kylie Minogue,298
572,55,8222,55,Kylie Minogue,298
581,55,2463,55,Kylie Minogue,298
584,55,1790,55,Kylie Minogue,298
592,55,1081,55,Kylie Minogue,298
598,55,478,55,Kylie Minogue,298
604,55,1168,55,Kylie Minogue,298
609,55,358,55,Kylie Minogue,298
612,55,9084,55,Kylie Minogue,298
617,55,655,55,Kylie Minogue,298
621,55,1978,55,Kylie Minogue,298
632,55,1623,55,Kylie Minogue,298
636,55,173,55,Kylie Minogue,298
638,55,280,55,Kylie Minogue,298
651,55,1682,55,Kylie Minogue,298
659,55,4473,55,Kylie Minogue,298
670,55,727,55,Kylie Minogue,298
674,55,2954,55,Kylie Minogue,298
675,55,2383,55,Kylie Minogue,298
679,55,1728,55,Kylie Minogue,298
680,55,596,55,Kylie Minogue,298
682,55,359,55,Kylie Minogue,298
688,55,132,55,Kylie Minogue,298
689,55,145,55,Kylie Minogue,298
690,55,3185,55,Kylie Minogue,298
703,55,92,55,Kylie Minogue,298
713,55,1522,55,Kylie Minogue,298
717,55,3203,55,Kylie Minogue,298
722,55,856,55,Kylie Minogue,298
723,55,65,55,Kylie Minogue,298
730,55,148,55,Kylie Minogue,298
732,55,13792,55,Kylie Minogue,298
735,55,66,55,Kylie Minogue,298
749,55,590,55,Kylie Minogue,298
761,55,220,55,Kylie Minogue,298
777,55,242,55,Kylie Minogue,298
778,55,3278,55,Kylie Minogue,298
793,55,1520,55,Kylie Minogue,298
795,55,11459,55,Kylie Minogue,298
808,55,2004,55,Kylie Minogue,298
816,55,7,55,Kylie Minogue,298
819,55,214,55,Kylie Minogue,298
836,55,240,55,Kylie Minogue,298
850,55,1165,55,Kylie Minogue,298
851,55,2573,55,Kylie Minogue,298
852,55,517,55,Kylie Minogue,298
853,55,134,55,Kylie Minogue,298
859,55,575,55,Kylie Minogue,298
873,55,668,55,Kylie Minogue,298
885,55,1103,55,Kylie Minogue,298
898,55,3147,55,Kylie Minogue,298
905,55,163,55,Kylie Minogue,298
909,55,41,55,Kylie Minogue,298
910,55,33529,55,Kylie Minogue,298
942,55,1,55,Kylie Minogue,298
954,55,355,55,Kylie Minogue,298
955,55,2352,55,Kylie Minogue,298
963,55,250,55,Kylie Minogue,298
965,55,970,55,Kylie Minogue,298
966,55,208,55,Kylie Minogue,298
985,55,532,55,Kylie Minogue,298
1002,55,114,55,Kylie Minogue,298
1003,55,212,55,Kylie Minogue,298
1006,55,349,55,Kylie Minogue,298
1017,55,493,55,Kylie Minogue,298
1023,55,1449,55,Kylie Minogue,298
1027,55,6920,55,Kylie Minogue,298
1033,55,1490,55,Kylie Minogue,298
1046,55,103,55,Kylie Minogue,298
1053,55,164,55,Kylie Minogue,298
1057,55,1295,55,Kylie Minogue,298
1069,55,5070,55,Kylie Minogue,298
1071,55,1056,55,Kylie Minogue,298
1092,55,1005,55,Kylie Minogue,298
1102,55,4665,55,Kylie Minogue,298
1104,55,357,55,Kylie Minogue,298
1106,55,672,55,Kylie Minogue,298
1109,55,260,55,Kylie Minogue,298
1120,55,230,55,Kylie Minogue,298
1132,55,1384,55,Kylie Minogue,298
1135,55,1007,55,Kylie Minogue,298
1136,55,180,55,Kylie Minogue,298
1137,55,237,55,Kylie Minogue,298
1171,55,72,55,Kylie Minogue,298
1184,55,787,55,Kylie Minogue,298
1185,55,1321,55,Kylie Minogue,298
1186,55,956,55,Kylie Minogue,298
1188,55,2558,55,Kylie Minogue,298
1189,55,2000,55,Kylie Minogue,298
1197,55,67,55,Kylie Minogue,298
1198,55,503,55,Kylie Minogue,298
1226,55,2076,55,Kylie Minogue,298
1233,55,15252,55,Kylie Minogue,298
1234,55,769,55,Kylie Minogue,298
1246,55,1173,55,Kylie Minogue,298
1247,55,6788,55,Kylie Minogue,298
1253,55,232,55,Kylie Minogue,298
1255,55,598,55,Kylie Minogue,298
1263,55,925,55,Kylie Minogue,298
1272,55,1123,55,Kylie Minogue,298
1280,55,1773,55,Kylie Minogue,298
1291,55,58,55,Kylie Minogue,298
1299,55,176,55,Kylie Minogue,298
1300,55,5186,55,Kylie Minogue,298
1301,55,3294,55,Kylie Minogue,298
1305,55,520,55,Kylie Minogue,298
1308,55,1294,55,Kylie Minogue,298
1343,55,15,55,Kylie Minogue,298
1356,55,311,55,Kylie Minogue,298
1365,55,1402,55,Kylie Minogue,298
1379,55,512,55,Kylie Minogue,298
1389,55,145,55,Kylie Minogue,298
1399,55,177,55,Kylie Minogue,298
1413,55,1163,55,Kylie Minogue,298
1431,55,321,55,Kylie Minogue,298
1435,55,84,55,Kylie Minogue,298
1445,55,496,55,Kylie Minogue,298
1447,55,68,55,Kylie Minogue,298
1456,55,1699,55,Kylie Minogue,298
1462,55,434,55,Kylie Minogue,298
1466,55,324,55,Kylie Minogue,298
1471,55,2814,55,Kylie Minogue,298
1478,55,1153,55,Kylie Minogue,298
1485,55,564,55,Kylie Minogue,298
1489,55,354,55,Kylie Minogue,298
1517,55,745,55,Kylie Minogue,298
1528,55,483,55,Kylie Minogue,298
1532,55,5034,55,Kylie Minogue,298
1533,55,5431,55,Kylie Minogue,298
1540,55,749,55,Kylie Minogue,298
1555,55,494,55,Kylie Minogue,298
1563,55,25,55,Kylie Minogue,298
1564,55,308,55,Kylie Minogue,298
1572,55,649,55,Kylie Minogue,298
1587,55,660,55,Kylie Minogue,298
1590,55,9864,55,Kylie Minogue,298
1600,55,15849,55,Kylie Minogue,298
1605,55,108,55,Kylie Minogue,298
1606,55,441,55,Kylie Minogue,298
1607,55,185,55,Kylie Minogue,298
1608,55,77,55,Kylie Minogue,298
1616,55,970,55,Kylie Minogue,298
1621,55,46,55,Kylie Minogue,298
1628,55,568,55,Kylie Minogue,298
1633,55,7953,55,Kylie Minogue,298
1648,55,1991,55,Kylie Minogue,298
1659,55,212,55,Kylie Minogue,298
1663,55,503,55,Kylie Minogue,298
1666,55,4315,55,Kylie Minogue,298
1674,55,64,55,Kylie Minogue,298
1690,55,1079,55,Kylie Minogue,298
1715,55,238,55,Kylie Minogue,298
1717,55,523,55,Kylie Minogue,298
1722,55,312,55,Kylie Minogue,298
1726,55,93,55,Kylie Minogue,298
1730,55,705,55,Kylie Minogue,298
1736,55,1190,55,Kylie Minogue,298
1741,55,247,55,Kylie Minogue,298
1742,55,1867,55,Kylie Minogue,298
1753,55,315,55,Kylie Minogue,298
1757,55,77,55,Kylie Minogue,298
1765,55,121,55,Kylie Minogue,298
1766,55,151,55,Kylie Minogue,298
1771,55,92,55,Kylie Minogue,298
1773,55,1,55,Kylie Minogue,298
1780,55,361,55,Kylie Minogue,298
1790,55,148,55,Kylie Minogue,298
1791,55,453,55,Kylie Minogue,298
1795,55,265,55,Kylie Minogue,298
1799,55,134,55,Kylie Minogue,298
1808,55,322,55,Kylie Minogue,298
1813,55,449,55,Kylie Minogue,298
1820,55,153,55,Kylie Minogue,298
1821,55,493,55,Kylie Minogue,298
1828,55,1235,55,Kylie Minogue,298
1829,55,1247,55,Kylie Minogue,298
1838,55,1043,55,Kylie Minogue,298
1850,55,760,55,Kylie Minogue,298
1856,55,440,55,Kylie Minogue,298
1869,55,2327,55,Kylie Minogue,298
1873,55,67,55,Kylie Minogue,298
1880,55,158,55,Kylie Minogue,298
1895,55,1245,55,Kylie Minogue,298
1903,55,3518,55,Kylie Minogue,298
1908,55,342,55,Kylie Minogue,298
1909,55,9198,55,Kylie Minogue,298
1910,55,2122,55,Kylie Minogue,298
1915,55,24,55,Kylie Minogue,298
1928,55,641,55,Kylie Minogue,298
1946,55,707,55,Kylie Minogue,298
1959,55,135,55,Kylie Minogue,298
1965,55,366,55,Kylie Minogue,298
1973,55,2149,55,Kylie Minogue,298
1979,55,1194,55,Kylie Minogue,298
1983,55,127,55,Kylie Minogue,298
1988,55,83,55,Kylie Minogue,298
2018,55,330,55,Kylie Minogue,298
2021,55,1269,55,Kylie Minogue,298
2027,55,226,55,Kylie Minogue,298
2031,55,7204,55,Kylie Minogue,298
2032,55,1245,55,Kylie Minogue,298
2033,55,345,55,Kylie Minogue,298
2040,55,96,55,Kylie Minogue,298
2056,55,7,55,Kylie Minogue,298
2058,55,320,55,Kylie Minogue,298
2068,55,1068,55,Kylie Minogue,298
2075,55,228,55,Kylie Minogue,298
2087,55,161,55,Kylie Minogue,298
2088,55,8,55,Kylie Minogue,298
2,56,6152,56,Daft Punk,151
17,56,242,56,Daft Punk,151
18,56,186,56,Daft Punk,151
20,56,108,56,Daft Punk,151
31,56,269,56,Daft Punk,151
33,56,1129,56,Daft Punk,151
38,56,74,56,Daft Punk,151
43,56,2691,56,Daft Punk,151
50,56,672,56,Daft Punk,151
59,56,832,56,Daft Punk,151
101,56,430,56,Daft Punk,151
123,56,1266,56,Daft Punk,151
125,56,132,56,Daft Punk,151
137,56,1512,56,Daft Punk,151
161,56,1754,56,Daft Punk,151
180,56,29,56,Daft Punk,151
193,56,84980,56,Daft Punk,151
216,56,265,56,Daft Punk,151
234,56,686,56,Daft Punk,151
250,56,483,56,Daft Punk,151
280,56,164,56,Daft Punk,151
303,56,422,56,Daft Punk,151
315,56,1225,56,Daft Punk,151
345,56,29,56,Daft Punk,151
358,56,245,56,Daft Punk,151
383,56,153,56,Daft Punk,151
385,56,539,56,Daft Punk,151
386,56,137,56,Daft Punk,151
393,56,82,56,Daft Punk,151
396,56,216,56,Daft Punk,151
398,56,409,56,Daft Punk,151
418,56,223,56,Daft Punk,151
434,56,5,56,Daft Punk,151
465,56,133,56,Daft Punk,151
472,56,224,56,Daft Punk,151
482,56,108,56,Daft Punk,151
496,56,242,56,Daft Punk,151
556,56,1,56,Daft Punk,151
560,56,81,56,Daft Punk,151
571,56,362,56,Daft Punk,151
605,56,454,56,Daft Punk,151
612,56,202,56,Daft Punk,151
639,56,549,56,Daft Punk,151
658,56,212,56,Daft Punk,151
665,56,660,56,Daft Punk,151
670,56,584,56,Daft Punk,151
672,56,140,56,Daft Punk,151
697,56,591,56,Daft Punk,151
705,56,479,56,Daft Punk,151
718,56,159,56,Daft Punk,151
741,56,891,56,Daft Punk,151
746,56,307,56,Daft Punk,151
761,56,310,56,Daft Punk,151
780,56,34,56,Daft Punk,151
846,56,847,56,Daft Punk,151
863,56,70,56,Daft Punk,151
889,56,232,56,Daft Punk,151
914,56,1752,56,Daft Punk,151
943,56,41,56,Daft Punk,151
960,56,2205,56,Daft Punk,151
982,56,63,56,Daft Punk,151
1001,56,162,56,Daft Punk,151
1012,56,99,56,Daft Punk,151
1040,56,167,56,Daft Punk,151
1049,56,23,56,Daft Punk,151
1052,56,136,56,Daft Punk,151
1053,56,144,56,Daft Punk,151
1062,56,34,56,Daft Punk,151
1084,56,1854,56,Daft Punk,151
1092,56,842,56,Daft Punk,151
1099,56,28,56,Daft Punk,151
1107,56,820,56,Daft Punk,151
1133,56,392,56,Daft Punk,151
1136,56,137,56,Daft Punk,151
1147,56,78,56,Daft Punk,151
1155,56,133,56,Daft Punk,151
1187,56,142,56,Daft Punk,151
1190,56,318,56,Daft Punk,151
1191,56,95,56,Daft Punk,151
1194,56,657,56,Daft Punk,151
1212,56,1162,56,Daft Punk,151
1233,56,1589,56,Daft Punk,151
1246,56,468,56,Daft Punk,151
1273,56,109,56,Daft Punk,151
1282,56,179,56,Daft Punk,151
1295,56,262,56,Daft Punk,151
1321,56,83,56,Daft Punk,151
1350,56,681,56,Daft Punk,151
1395,56,254,56,Daft Punk,151
1422,56,64,56,Daft Punk,151
1441,56,127,56,Daft Punk,151
1450,56,320,56,Daft Punk,151
1453,56,194,56,Daft Punk,151
1469,56,63,56,Daft Punk,151
1470,56,542,56,Daft Punk,151
1472,56,129,56,Daft Punk,151
1474,56,578,56,Daft Punk,151
1480,56,653,56,Daft Punk,151
1485,56,214,56,Daft Punk,151
1491,56,428,56,Daft Punk,151
1503,56,78,56,Daft Punk,151
1504,56,7933,56,Daft Punk,151
1508,56,881,56,Daft Punk,151
1522,56,51,56,Daft Punk,151
1539,56,18,56,Daft Punk,151
1542,56,404,56,Daft Punk,151
1562,56,389,56,Daft Punk,151
1565,56,254,56,Daft Punk,151
1579,56,380,56,Daft Punk,151
1585,56,1295,56,Daft Punk,151
1591,56,73,56,Daft Punk,151
1597,56,286,56,Daft Punk,151
1608,56,45,56,Daft Punk,151
1620,56,268,56,Daft Punk,151
1642,56,107,56,Daft Punk,151
1648,56,275,56,Daft Punk,151
1656,56,75,56,Daft Punk,151
1658,56,200,56,Daft Punk,151
1685,56,80,56,Daft Punk,151
1691,56,1014,56,Daft Punk,151
1692,56,275,56,Daft Punk,151
1706,56,1416,56,Daft Punk,151
1724,56,117,56,Daft Punk,151
1740,56,856,56,Daft Punk,151
1741,56,161,56,Daft Punk,151
1752,56,3729,56,Daft Punk,151
1755,56,148,56,Daft Punk,151
1760,56,194,56,Daft Punk,151
1765,56,67,56,Daft Punk,151
1772,56,7094,56,Daft Punk,151
1783,56,357,56,Daft Punk,151
1793,56,396,56,Daft Punk,151
1798,56,192,56,Daft Punk,151
1835,56,165,56,Daft Punk,151
1842,56,138,56,Daft Punk,151
1845,56,131,56,Daft Punk,151
1877,56,86,56,Daft Punk,151
1920,56,310,56,Daft Punk,151
1933,56,101,56,Daft Punk,151
1942,56,5195,56,Daft Punk,151
1974,56,876,56,Daft Punk,151
1993,56,10,56,Daft Punk,151
1996,56,213,56,Daft Punk,151
2008,56,267,56,Daft Punk,151
2017,56,1606,56,Daft Punk,151
2029,56,281,56,Daft Punk,151
2032,56,1549,56,Daft Punk,151
2038,56,1272,56,Daft Punk,151
2057,56,524,56,Daft Punk,151
2091,56,50,56,Daft Punk,151
2097,56,127,56,Daft Punk,151
2,59,4337,59,New Order,107
28,59,8,59,New Order,107
31,59,131,59,New Order,107
34,59,1455,59,New Order,107
50,59,300,59,New Order,107
66,59,367,59,New Order,107
94,59,104,59,New Order,107
117,59,653,59,New Order,107
142,59,470,59,New Order,107
176,59,521,59,New Order,107
183,59,220,59,New Order,107
185,59,73,59,New Order,107
196,59,323,59,New Order,107
224,59,203,59,New Order,107
275,59,17,59,New Order,107
306,59,64,59,New Order,107
346,59,932,59,New Order,107
357,59,5777,59,New Order,107
359,59,267,59,New Order,107
407,59,20,59,New Order,107
428,59,2592,59,New Order,107
430,59,538,59,New Order,107
441,59,114,59,New Order,107
446,59,1956,59,New Order,107
453,59,365,59,New Order,107
455,59,1780,59,New Order,107
480,59,132,59,New Order,107
493,59,19,59,New Order,107
530,59,39,59,New Order,107
540,59,2274,59,New Order,107
560,59,111,59,New Order,107
565,59,175,59,New Order,107
566,59,69,59,New Order,107
568,59,808,59,New Order,107
577,59,34,59,New Order,107
596,59,1254,59,New Order,107
625,59,212,59,New Order,107
628,59,111,59,New Order,107
665,59,818,59,New Order,107
683,59,438,59,New Order,107
694,59,92,59,New Order,107
710,59,127,59,New Order,107
718,59,426,59,New Order,107
728,59,900,59,New Order,107
761,59,340,59,New Order,107
799,59,452,59,New Order,107
855,59,1178,59,New Order,107
859,59,366,59,New Order,107
940,59,275,59,New Order,107
954,59,244,59,New Order,107
959,59,222,59,New Order,107
990,59,587,59,New Order,107
1010,59,2,59,New Order,107
1029,59,174,59,New Order,107
1035,59,2,59,New Order,107
1036,59,371,59,New Order,107
1049,59,18,59,New Order,107
1067,59,390,59,New Order,107
1089,59,198,59,New Order,107
1099,59,38,59,New Order,107
1148,59,71,59,New Order,107
1149,59,20,59,New Order,107
1152,59,132,59,New Order,107
1153,59,901,59,New Order,107
1163,59,4,59,New Order,107
1173,59,3287,59,New Order,107
1202,59,1017,59,New Order,107
1210,59,4561,59,New Order,107
1211,59,176,59,New Order,107
1223,59,602,59,New Order,107
1232,59,144,59,New Order,107
1244,59,565,59,New Order,107
1255,59,1202,59,New Order,107
1265,59,93,59,New Order,107
1280,59,615,59,New Order,107
1321,59,105,59,New Order,107
1327,59,11,59,New Order,107
1454,59,1557,59,New Order,107
1496,59,487,59,New Order,107
1505,59,637,59,New Order,107
1514,59,666,59,New Order,107
1518,59,584,59,New Order,107
1541,59,44,59,New Order,107
1545,59,319,59,New Order,107
1595,59,104,59,New Order,107
1689,59,283,59,New Order,107
1728,59,79,59,New Order,107
1746,59,835,59,New Order,107
1775,59,130,59,New Order,107
1783,59,489,59,New Order,107
1785,59,881,59,New Order,107
1798,59,26,59,New Order,107
1855,59,131,59,New Order,107
1900,59,129,59,New Order,107
1942,59,4874,59,New Order,107
1950,59,412,59,New Order,107
1956,59,384,59,New Order,107
1958,59,33,59,New Order,107
1962,59,623,59,New Order,107
1964,59,152,59,New Order,107
1991,59,45,59,New Order,107
1994,59,47,59,New Order,107
2014,59,183,59,New Order,107
2025,59,1053,59,New Order,107
2075,59,159,59,New Order,107
2080,59,1782,59,New Order,107
2097,59,142,59,New Order,107
2,65,3579,65,Coldplay,369
4,65,301,65,Coldplay,369
18,65,234,65,Coldplay,369
38,65,3008,65,Coldplay,369
42,65,1897,65,Coldplay,369
43,65,635,65,Coldplay,369
50,65,1984,65,Coldplay,369
55,65,316,65,Coldplay,369
61,65,170,65,Coldplay,369
62,65,745,65,Coldplay,369
68,65,171,65,Coldplay,369
98,65,30,65,Coldplay,369
99,65,443,65,Coldplay,369
100,65,194,65,Coldplay,369
103,65,53,65,Coldplay,369
120,65,48,65,Coldplay,369
124,65,191,65,Coldplay,369
125,65,206,65,Coldplay,369
137,65,536,65,Coldplay,369
140,65,622,65,Coldplay,369
151,65,121,65,Coldplay,369
156,65,104,65,Coldplay,369
159,65,541,65,Coldplay,369
171,65,121,65,Coldplay,369
174,65,1098,65,Coldplay,369
187,65,559,65,Coldplay,369
196,65,976,65,Coldplay,369
200,65,132,65,Coldplay,369
211,65,1195,65,Coldplay,369
218,65,384,65,Coldplay,369
236,65,1679,65,Coldplay,369
243,65,299,65,Coldplay,369
244,65,204,65,Coldplay,369
253,65,891,65,Coldplay,369
264,65,3921,65,Coldplay,369
266,65,157,65,Coldplay,369
269,65,23,65,Coldplay,369
275,65,42,65,Coldplay,369
285,65,310,65,Coldplay,369
288,65,330,65,Coldplay,369
289,65,823,65,Coldplay,369
299,65,377,65,Coldplay,369
304,65,20,65,Coldplay,369
305,65,42,65,Coldplay,369
311,65,209,65,Coldplay,369
315,65,5367,65,Coldplay,369
326,65,133,65,Coldplay,369
328,65,163,65,Coldplay,369
329,65,1012,65,Coldplay,369
335,65,5861,65,Coldplay,369
347,65,56,65,Coldplay,369
355,65,201,65,Coldplay,369
362,65,694,65,Coldplay,369
370,65,691,65,Coldplay,369
383,65,6494,65,Coldplay,369
385,65,10368,65,Coldplay,369
386,65,145,65,Coldplay,369
392,65,58,65,Coldplay,369
393,65,49,65,Coldplay,369
413,65,619,65,Coldplay,369
417,65,200,65,Coldplay,369
427,65,397,65,Coldplay,369
431,65,3153,65,Coldplay,369
441,65,302,65,Coldplay,369
453,65,375,65,Coldplay,369
456,65,83,65,Coldplay,369
458,65,69,65,Coldplay,369
461,65,1379,65,Coldplay,369
464,65,252,65,Coldplay,369
465,65,477,65,Coldplay,369
468,65,525,65,Coldplay,369
475,65,173,65,Coldplay,369
481,65,86,65,Coldplay,369
493,65,1,65,Coldplay,369
496,65,237,65,Coldplay,369
503,65,53,65,Coldplay,369
511,65,84,65,Coldplay,369
513,65,314,65,Coldplay,369
539,65,25,65,Coldplay,369
543,65,1249,65,Coldplay,369
544,65,249,65,Coldplay,369
551,65,19,65,Coldplay,369
556,65,224,65,Coldplay,369
567,65,1423,65,Coldplay,369
569,65,92,65,Coldplay,369
580,65,588,65,Coldplay,369
585,65,990,65,Coldplay,369
587,65,1789,65,Coldplay,369
601,65,288,65,Coldplay,369
606,65,576,65,Coldplay,369
612,65,115,65,Coldplay,369
625,65,388,65,Coldplay,369
628,65,230,65,Coldplay,369
629,65,339,65,Coldplay,369
631,65,4394,65,Coldplay,369
633,65,68,65,Coldplay,369
634,65,193,65,Coldplay,369
635,65,173,65,Coldplay,369
644,65,380,65,Coldplay,369
654,65,105,65,Coldplay,369
662,65,698,65,Coldplay,369
665,65,129,65,Coldplay,369
668,65,551,65,Coldplay,369
670,65,3017,65,Coldplay,369
673,65,507,65,Coldplay,369
678,65,127,65,Coldplay,369
688,65,1626,65,Coldplay,369
695,65,19,65,Coldplay,369
716,65,1169,65,Coldplay,369
729,65,267,65,Coldplay,369
733,65,81,65,Coldplay,369
741,65,610,65,Coldplay,369
749,65,775,65,Coldplay,369
