,artistID,tagID,tagValue,name
77,73,1492,relax,Café Del Mar
78,73,11499,leftovergrooves,Café Del Mar
79,73,12092,fascinating,Café Del Mar
80,73,12093,ethnic chill,Café Del Mar
81,73,12095,etheric,Café Del Mar
82,94,13,chillout,Ministry of Sound
83,94,15,downtempo,Ministry of Sound
84,94,21,trip-hop,Ministry of Sound
85,94,20,lounge,Ministry of Sound
86,94,22,acid jazz,Ministry of Sound
87,94,36,club house,Ministry of Sound
88,94,37,groove,Ministry of Sound
89,94,39,dance,Ministry of Sound
90,94,850,cover,Ministry of Sound
91,6177,13,chillout,Chicane
92,6177,15,downtempo,Chicane
93,6177,18,electronic,Chicane
94,6177,14,ambient,Chicane
95,6177,20,lounge,Chicane
96,6177,39,dance,Chicane
97,6177,38,cafe del mar,Chicane
98,6177,90,trance,Chicane
99,6177,127,seen live,Chicane
100,6177,187,electronica,Chicane
101,6177,195,british,Chicane
102,6177,230,love it,Chicane
103,6177,346,female,Chicane
104,6177,567,rave,Chicane
105,6177,27,ethereal,Chicane
106,6177,1040,1996,Chicane
107,6177,557,easy listening,Chicane
108,6177,2726,favorite songs,Chicane
109,6177,1039,1997,Chicane
110,6177,4847,my fav songs,Chicane
111,6177,6171,aana,Chicane
112,6177,2384,downbeat,Chicane
113,64,13,chillout,Röyksopp
114,64,15,downtempo,Röyksopp
115,64,18,electronic,Röyksopp
116,64,21,trip-hop,Röyksopp
117,64,14,ambient,Röyksopp
118,64,20,lounge,Röyksopp
119,64,39,dance,Röyksopp
120,64,33,experimental,Röyksopp
121,64,46,melancholy,Röyksopp
122,64,74,synthpop,Röyksopp
123,64,130,female vocalists,Röyksopp
124,64,81,indie,Röyksopp
125,64,187,electronica,Röyksopp
126,64,229,epic,Röyksopp
127,64,232,addictive,Röyksopp
128,64,210,00s,Röyksopp
129,64,309,electro,Röyksopp
130,64,393,dream pop,Röyksopp
131,64,447,favourites,Röyksopp
132,64,500,brilliant,Röyksopp
133,64,604,norwegian,Röyksopp
134,64,238,sexy,Röyksopp
135,64,730,love at first listen,Röyksopp
136,64,814,perfection,Röyksopp
137,64,826,chill,Röyksopp
138,64,824,mellow,Röyksopp
139,64,836,dreamy,Röyksopp
140,64,1382,soundtrack of my life,Röyksopp
141,64,1492,relax,Röyksopp
142,64,1911,cool,Röyksopp
143,64,557,easy listening,Röyksopp
144,64,2349,sweet,Röyksopp
145,64,2726,favorite songs,Röyksopp
146,64,2887,energetic,Röyksopp
147,64,3364,crap,Röyksopp
148,64,3576,norge,Röyksopp
149,64,4120,norway,Röyksopp
150,64,4279,mad about,Röyksopp
151,64,4300,sexy songs,Röyksopp
152,64,2362,dream,Röyksopp
153,64,5299,happy happy joy joy,Röyksopp
154,64,6171,aana,Röyksopp
155,64,6809,famous persons,Röyksopp
156,64,9437,witch-clash,Röyksopp
157,64,9745,makes me wanna dance,Röyksopp
158,862,13,chillout,Primal Scream
159,862,18,electronic,Primal Scream
160,862,22,acid jazz,Primal Scream
161,862,39,dance,Primal Scream
162,862,33,experimental,Primal Scream
163,862,69,dub,Primal Scream
164,862,73,rock,Primal Scream
165,862,79,alternative,Primal Scream
166,862,78,alternative rock,Primal Scream
167,862,88,psychedelic,Primal Scream
168,862,84,indie rock,Primal Scream
169,862,94,winter,Primal Scream
170,862,121,uk,Primal Scream
171,862,127,seen live,Primal Scream
172,862,81,indie,Primal Scream
173,862,187,electronica,Primal Scream
174,862,195,british,Primal Scream
175,862,309,electro,Primal Scream
176,862,346,female,Primal Scream
177,862,389,britpop,Primal Scream
178,862,511,english,Primal Scream
179,862,238,sexy,Primal Scream
180,862,1101,morning,Primal Scream
181,862,1353,scottish,Primal Scream
182,862,2197,alternative dance,Primal Scream
183,862,62,trip hop,Primal Scream
184,862,5740,watched live,Primal Scream
185,862,1424,drugs,Primal Scream
186,862,6800,baggy,Primal Scream
187,862,12209,other great tracks,Primal Scream
188,70,13,chillout,Moby
189,70,15,downtempo,Moby
190,70,18,electronic,Moby
191,70,21,trip-hop,Moby
192,70,14,ambient,Moby
193,70,20,lounge,Moby
194,70,26,atmospheric,Moby
195,70,39,dance,Moby
196,70,24,pop,Moby
197,70,16,new wave,Moby
198,70,25,80s,Moby
199,70,33,experimental,Moby
200,70,56,melancholic,Moby
201,70,73,rock,Moby
202,70,79,alternative,Moby
203,70,78,alternative rock,Moby
204,70,88,psychedelic,Moby
205,70,84,indie rock,Moby
206,70,90,trance,Moby
207,70,83,jazz,Moby
208,70,127,seen live,Moby
209,70,130,female vocalists,Moby
210,70,134,singer-songwriter,Moby
211,70,81,indie,Moby
212,70,170,grunge,Moby
213,70,187,electronica,Moby
214,70,184,soundtrack,Moby
215,70,191,instrumental,Moby
216,70,213,beautiful,Moby
217,70,234,amazing,Moby
218,70,216,american,Moby
219,70,275,post-punk,Moby
220,70,296,indie pop,Moby
221,70,306,male vocalists,Moby
222,70,309,electro,Moby
223,70,352,90s,Moby
224,70,364,favorites,Moby
225,70,389,britpop,Moby
226,70,481,usa,Moby
227,70,503,live,Moby
228,70,526,piano,Moby
229,70,527,classic,Moby
230,70,570,techno,Moby
231,70,567,rave,Moby
232,70,105,house,Moby
233,70,238,sexy,Moby
234,70,824,mellow,Moby
235,70,836,dreamy,Moby
236,70,833,energy,Moby
237,70,837,sad and slow,Moby
238,70,839,sad,Moby
239,70,850,cover,Moby
240,70,1492,relax,Moby
241,70,1494,depressing,Moby
242,70,1680,faves,Moby
243,70,1943,poetry,Moby
244,70,1447,remix,Moby
245,70,2115,acoustic rock,Moby
246,70,2726,favorite songs,Moby
247,70,2805,single,Moby
248,70,2808,forever in heart,Moby
249,70,2885,space,Moby
250,70,3588,u2,Moby
251,70,3591,must have,Moby
252,70,3869,songs i absolutely love,Moby
253,70,4897,b-side,Moby
254,70,2362,dream,Moby
255,70,4951,check your meta tag,Moby
256,70,4952,oui fm,Moby
257,70,6815,blue songs,Moby
258,70,6795,colors,Moby
259,70,6811,questions,Moby
260,70,7657,mute records,Moby
261,70,7797,slowies,Moby
262,70,7801,song with samples,Moby
263,70,2384,downbeat,Moby
264,70,8698,new vicious,Moby
265,70,9257,moby,Moby
266,70,10213,i fucking love this song,Moby
267,70,11728,rs,Moby
268,80,13,chillout,Groove Armada
269,80,15,downtempo,Groove Armada
270,80,18,electronic,Groove Armada
271,80,21,trip-hop,Groove Armada
272,80,14,ambient,Groove Armada
273,80,20,lounge,Groove Armada
274,80,39,dance,Groove Armada
275,80,127,seen live,Groove Armada
276,80,187,electronica,Groove Armada
277,80,195,british,Groove Armada
278,80,203,disco,Groove Armada
279,80,210,00s,Groove Armada
280,80,309,electro,Groove Armada
281,80,507,10s,Groove Armada
282,80,526,piano,Groove Armada
283,80,105,house,Groove Armada
284,80,781,2010,Groove Armada
285,80,826,chill,Groove Armada
286,80,824,mellow,Groove Armada
287,80,1237,2009,Groove Armada
288,80,1735,club,Groove Armada
289,80,1754,male vocalist,Groove Armada
290,80,1848,my fav,Groove Armada
291,80,1852,groove armada,Groove Armada
292,80,1854,black light,Groove Armada
293,80,2529,1st vine,Groove Armada
294,80,2533,chill latin hh,Groove Armada
295,80,3605,favourite songs,Groove Armada
296,80,2384,downbeat,Groove Armada
297,80,9472,cesar,Groove Armada
298,80,10862,united kingdom,Groove Armada
299,154,13,chillout,Radiohead
300,154,18,electronic,Radiohead
301,154,21,trip-hop,Radiohead
302,154,14,ambient,Radiohead
303,154,26,atmospheric,Radiohead
304,154,24,pop,Radiohead
305,154,25,80s,Radiohead
306,154,33,experimental,Radiohead
307,154,46,melancholy,Radiohead
308,154,47,idm,Radiohead
309,154,56,melancholic,Radiohead
310,154,73,rock,Radiohead
311,154,79,alternative,Radiohead
312,154,78,alternative rock,Radiohead
313,154,88,psychedelic,Radiohead
314,154,84,indie rock,Radiohead
315,154,87,post-rock,Radiohead
316,154,83,jazz,Radiohead
317,154,94,winter,Radiohead
318,154,121,uk,Radiohead
319,154,103,rap,Radiohead
320,154,127,seen live,Radiohead
321,154,81,indie,Radiohead
322,154,170,grunge,Radiohead
323,154,187,electronica,Radiohead
324,154,192,classic rock,Radiohead
325,154,195,british,Radiohead
326,154,185,acoustic,Radiohead
327,154,191,instrumental,Radiohead
328,154,206,<3,Radiohead
329,154,207,want to see live,Radiohead
330,154,213,beautiful,Radiohead
331,154,229,epic,Radiohead
332,154,230,love it,Radiohead
333,154,233,dark,Radiohead
334,154,234,amazing,Radiohead
335,154,210,00s,Radiohead
336,154,275,post-punk,Radiohead
337,154,285,awesome,Radiohead
338,154,287,lovely,Radiohead
339,154,306,male vocalists,Radiohead
340,154,309,electro,Radiohead
341,154,352,90s,Radiohead
342,154,364,favorites,Radiohead
343,154,370,favorite,Radiohead
344,154,387,progressive rock,Radiohead
345,154,389,britpop,Radiohead
346,154,426,depressive,Radiohead
347,154,447,favourites,Radiohead
348,154,500,brilliant,Radiohead
349,154,508,love,Radiohead
350,154,513,nostalgic,Radiohead
351,154,526,piano,Radiohead
352,154,554,lastfm elitist repellent,Radiohead
353,154,583,pissbass,Radiohead
354,154,623,depression,Radiohead
355,154,662,perfect,Radiohead
356,154,713,best song ever,Radiohead
357,154,730,love at first listen,Radiohead
358,154,797,masterpiece,Radiohead
359,154,799,genius,Radiohead
360,154,801,hypnotic,Radiohead
361,154,825,relaxing,Radiohead
362,154,826,chill,Radiohead
363,154,824,mellow,Radiohead
364,154,835,nostalgia,Radiohead
365,154,836,dreamy,Radiohead
366,154,832,music to cry,Radiohead
367,154,839,sad,Radiohead
368,154,1044,1995,Radiohead
369,154,1209,overrated,Radiohead
370,154,1212,favourite artists,Radiohead
371,154,1223,marisa mix,Radiohead
372,154,1354,soft rock,Radiohead
373,154,1358,post-grunge,Radiohead
374,154,1446,dramatic,Radiohead
375,154,955,favourite,Radiohead
376,154,1642,excellent reason for crying,Radiohead
377,154,1887,intense,Radiohead
378,154,1911,cool,Radiohead
379,154,2012,rock band,Radiohead
380,154,2204,experimental rock,Radiohead
381,154,2244,space rock,Radiohead
382,154,2377,european,Radiohead
383,154,2463,gold,Radiohead
384,154,2520,best songs ever,Radiohead
385,154,2726,favorite songs,Radiohead
386,154,2766,acoustic guitar,Radiohead
387,154,2887,energetic,Radiohead
388,154,2469,radiohead,Radiohead
389,154,3605,favourite songs,Radiohead
390,154,3829,straight up modern rock,Radiohead
391,154,3831,feelgood,Radiohead
392,154,3833,beautifulsad,Radiohead
393,154,3834,britrock,Radiohead
394,154,3835,falsetto,Radiohead
395,154,3842,dance beat rock,Radiohead
396,154,3843,epic rock,Radiohead
397,154,3844,mellow rock,Radiohead
398,154,3846,creep,Radiohead
399,154,3869,songs i absolutely love,Radiohead
400,154,4044,progressive rock related,Radiohead
401,154,3375,memories,Radiohead
402,154,4289,songs ive obsessed over,Radiohead
403,154,2734,favorite albums,Radiohead
404,154,4356,favorite bands,Radiohead
405,154,4532,post-britpop,Radiohead
406,154,4730,great bands,Radiohead
407,154,2380,favorite artists,Radiohead
408,154,4897,b-side,Radiohead
409,154,5050,atari electronic,Radiohead
410,154,5294,words are cheap to describe my love,Radiohead
411,154,5295,i listened to it over and over again,Radiohead
412,154,5297,so beautiful i could seriously cry,Radiohead
413,154,5298,a piece of me,Radiohead
414,154,5301,amazing singer,Radiohead
415,154,5302,eargasmic,Radiohead
416,154,5303,brings tears to my eyes,Radiohead
417,154,5306,creepy but amazing,Radiohead
418,154,5331,electronic indie,Radiohead
419,154,6091,soothing,Radiohead
420,154,6171,aana,Radiohead
421,154,6170,descoperiri,Radiohead
422,154,6172,special,Radiohead
423,154,6445,post modern,Radiohead
424,154,6446,listen with headphones,Radiohead
425,154,6628,barkbarkdisco,Radiohead
426,154,1348,great song,Radiohead
427,154,5094,religion,Radiohead
428,154,6801,cops,Radiohead
429,154,6934,favourite bands,Radiohead
430,154,6976,i love this song,Radiohead
431,154,1611,better than radiohead,Radiohead
432,154,7569,tdf,Radiohead
433,154,7659,exhilarating,Radiohead
434,154,7660,calming,Radiohead
435,154,7761,favorite band,Radiohead
436,154,8052,better than metallica,Radiohead
437,154,8392,ich liebe dich,Radiohead
438,154,8621,six feet under soundtrack,Radiohead
439,154,8670,iron jesus,Radiohead
440,154,8953,listen while crying and feeling like shit,Radiohead
441,154,9764,i am in love with this song,Radiohead
442,154,9772,piano led indie,Radiohead
443,154,10212,musikfuerrundumdieuhr,Radiohead
444,154,10392,romantic rock,Radiohead
445,154,10393,indie-romantic,Radiohead
446,154,2336,favorite artist,Radiohead
447,154,10585,jukebox project,Radiohead
448,154,10692,beautiful music,Radiohead
449,154,10695,all time favorites,Radiohead
450,154,10982,vampire,Radiohead
451,154,11488,soundtrack of my childhood,Radiohead
452,154,11499,leftovergrooves,Radiohead
453,1007,13,chillout,Solar Stone
454,1007,14,ambient,Solar Stone
455,1007,39,dance,Solar Stone
456,1007,90,trance,Solar Stone
457,1007,327,progressive trance,Solar Stone
458,1007,449,solar stone,Solar Stone
459,1007,564,psytrance,Solar Stone
460,1395,13,chillout,Freemasons
461,1395,18,electronic,Freemasons
462,1395,39,dance,Freemasons
463,1395,85,funk,Freemasons
464,1395,90,trance,Freemasons
465,1395,130,female vocalists,Freemasons
466,1395,210,00s,Freemasons
467,1395,105,house,Freemasons
468,1395,727,vocal,Freemasons
469,1395,2522,level two,Freemasons
470,1824,13,chillout,Zero 7
471,1824,15,downtempo,Zero 7
472,1824,18,electronic,Zero 7
473,1824,21,trip-hop,Zero 7
474,1824,14,ambient,Zero 7
475,1824,20,lounge,Zero 7
476,1824,16,new wave,Zero 7
477,1824,25,80s,Zero 7
478,1824,73,rock,Zero 7
479,1824,79,alternative,Zero 7
480,1824,84,indie rock,Zero 7
481,1824,121,uk,Zero 7
482,1824,130,female vocalists,Zero 7
483,1824,134,singer-songwriter,Zero 7
484,1824,81,indie,Zero 7
485,1824,170,grunge,Zero 7
486,1824,187,electronica,Zero 7
487,1824,275,post-punk,Zero 7
488,1824,296,indie pop,Zero 7
489,1824,309,electro,Zero 7
490,1824,389,britpop,Zero 7
491,1824,105,house,Zero 7
492,1824,238,sexy,Zero 7
493,1824,724,happy,Zero 7
494,1824,826,chill,Zero 7
495,1824,1096,chill zone,Zero 7
496,1824,1492,relax,Zero 7
497,1824,2115,acoustic rock,Zero 7
498,1824,557,easy listening,Zero 7
499,1824,2524,1st  vine,Zero 7
500,1824,3588,u2,Zero 7
501,1824,6171,aana,Zero 7
502,1824,6728,house md,Zero 7
503,1824,6957,sweet electronic,Zero 7
504,1824,7257,instrumental music that makes you feel-group tag radio,Zero 7
505,1824,7253,check,Zero 7
506,1824,2384,downbeat,Zero 7
507,1824,8620,garden state soundtrack,Zero 7
508,1824,9828,q sexy,Zero 7
509,1824,2336,favorite artist,Zero 7
510,1824,12287,melrose place,Zero 7
511,2676,13,chillout,Tycho
512,2676,15,downtempo,Tycho
513,2676,18,electronic,Tycho
514,2676,14,ambient,Tycho
515,2676,26,atmospheric,Tycho
516,2676,33,experimental,Tycho
517,2676,47,idm,Tycho
518,2676,95,autumn,Tycho
519,2676,187,electronica,Tycho
520,2676,191,instrumental,Tycho
521,2676,216,american,Tycho
522,2676,309,electro,Tycho
523,2676,574,dark ambient,Tycho
524,2676,826,chill,Tycho
525,2676,824,mellow,Tycho
526,2676,1101,morning,Tycho
527,2676,1159,deep,Tycho
528,2676,1492,relax,Tycho
529,2676,557,easy listening,Tycho
530,2676,2362,dream,Tycho
531,2676,4944,top 20,Tycho
532,2676,2384,downbeat,Tycho
533,2676,7996,for work,Tycho
534,2676,7995,eldad,Tycho
535,2676,12043,just good music,Tycho
536,3520,13,chillout,Biosphere
537,3520,15,downtempo,Biosphere
538,3520,18,electronic,Biosphere
539,3520,14,ambient,Biosphere
540,3520,33,experimental,Biosphere
541,3520,34,minimal,Biosphere
542,3520,187,electronica,Biosphere
543,3520,233,dark,Biosphere
544,3520,570,techno,Biosphere
545,3520,1995,icelandic,Biosphere
546,3520,4120,norway,Biosphere
547,3520,7801,song with samples,Biosphere
548,3520,12041,todaysart,Biosphere
549,6582,13,chillout,Ulrich Schnauss
550,6582,15,downtempo,Ulrich Schnauss
551,6582,18,electronic,Ulrich Schnauss
552,6582,21,trip-hop,Ulrich Schnauss
553,6582,14,ambient,Ulrich Schnauss
554,6582,23,new age,Ulrich Schnauss
555,6582,20,lounge,Ulrich Schnauss
556,6582,26,atmospheric,Ulrich Schnauss
557,6582,39,dance,Ulrich Schnauss
558,6582,33,experimental,Ulrich Schnauss
559,6582,34,minimal,Ulrich Schnauss
560,6582,47,idm,Ulrich Schnauss
561,6582,87,post-rock,Ulrich Schnauss
562,6582,30,german,Ulrich Schnauss
563,6582,28,deutsch,Ulrich Schnauss
564,6582,187,electronica,Ulrich Schnauss
565,6582,191,instrumental,Ulrich Schnauss
566,6582,309,electro,Ulrich Schnauss
567,6582,364,favorites,Ulrich Schnauss
568,6582,387,progressive rock,Ulrich Schnauss
569,6582,391,shoegaze,Ulrich Schnauss
570,6582,396,electroclash,Ulrich Schnauss
571,6582,570,techno,Ulrich Schnauss
572,6582,569,germany,Ulrich Schnauss
573,6582,824,mellow,Ulrich Schnauss
574,6582,836,dreamy,Ulrich Schnauss
575,6582,3591,must have,Ulrich Schnauss
576,6582,3593,musical installation,Ulrich Schnauss
577,6582,1512,soundscape,Ulrich Schnauss
578,6582,5640,shanuss,Ulrich Schnauss
579,6582,2384,downbeat,Ulrich Schnauss
580,6582,9471,0 play yet,Ulrich Schnauss
581,7643,13,chillout,Clueso
582,7643,102,hip-hop,Clueso
583,7643,30,german,Clueso
584,7643,134,singer-songwriter,Clueso
585,7643,185,acoustic,Clueso
586,8366,13,chillout,Holdcut
587,8366,21,trip-hop,Holdcut
588,9974,13,chillout,Amorphous Androgynous
589,9974,15,downtempo,Amorphous Androgynous
590,9974,18,electronic,Amorphous Androgynous
591,9974,21,trip-hop,Amorphous Androgynous
592,9974,14,ambient,Amorphous Androgynous
593,9974,33,experimental,Amorphous Androgynous
594,9974,47,idm,Amorphous Androgynous
595,9974,88,psychedelic,Amorphous Androgynous
596,9974,187,electronica,Amorphous Androgynous
597,9974,10097,could be mistaken for sth else,Amorphous Androgynous
598,18198,13,chillout,Noon
599,18198,15,downtempo,Noon
600,18198,21,trip-hop,Noon
601,58,13,chillout,Goldfrapp
602,58,15,downtempo,Goldfrapp
603,58,18,electronic,Goldfrapp
604,58,21,trip-hop,Goldfrapp
605,58,14,ambient,Goldfrapp
606,58,26,atmospheric,Goldfrapp
607,58,39,dance,Goldfrapp
608,58,24,pop,Goldfrapp
609,58,33,experimental,Goldfrapp
610,58,49,female vocalist,Goldfrapp
611,58,69,dub,Goldfrapp
612,58,74,synthpop,Goldfrapp
613,58,79,alternative,Goldfrapp
614,58,80,glam rock,Goldfrapp
615,58,121,uk,Goldfrapp
616,58,127,seen live,Goldfrapp
617,58,130,female vocalists,Goldfrapp
618,58,134,singer-songwriter,Goldfrapp
619,58,81,indie,Goldfrapp
620,58,187,electronica,Goldfrapp
621,58,195,british,Goldfrapp
622,58,185,acoustic,Goldfrapp
623,58,191,instrumental,Goldfrapp
624,58,203,disco,Goldfrapp
625,58,199,electropop,Goldfrapp
626,58,230,love it,Goldfrapp
627,58,210,00s,Goldfrapp
628,58,287,lovely,Goldfrapp
629,58,292,folk,Goldfrapp
630,58,309,electro,Goldfrapp
631,58,346,female,Goldfrapp
632,58,354,fun,Goldfrapp
633,58,364,favorites,Goldfrapp
634,58,396,electroclash,Goldfrapp
635,58,500,brilliant,Goldfrapp
636,58,105,house,Goldfrapp
637,58,238,sexy,Goldfrapp
638,58,706,2008,Goldfrapp
639,58,713,best song ever,Goldfrapp
640,58,727,vocal,Goldfrapp
641,58,781,2010,Goldfrapp
642,58,799,genius,Goldfrapp
643,58,27,ethereal,Goldfrapp
644,58,825,relaxing,Goldfrapp
645,58,826,chill,Goldfrapp
646,58,824,mellow,Goldfrapp
647,58,836,dreamy,Goldfrapp
648,58,839,sad,Goldfrapp
649,58,955,favourite,Goldfrapp
650,58,1495,sex,Goldfrapp
651,58,1727,glam,Goldfrapp
652,58,1911,cool,Goldfrapp
653,58,1929,dowloan required,Goldfrapp
654,58,1447,remix,Goldfrapp
655,58,62,trip hop,Goldfrapp
656,58,4300,sexy songs,Goldfrapp
657,58,4328,friends,Goldfrapp
658,58,4847,my fav songs,Goldfrapp
659,58,4886,female electronic,Goldfrapp
660,58,5286,the vampire diaries,Goldfrapp
661,58,5318,stylish,Goldfrapp
662,58,6172,special,Goldfrapp
663,58,6728,house md,Goldfrapp
664,58,6796,transport,Goldfrapp
665,58,7657,mute records,Goldfrapp
666,58,9473,rafa,Goldfrapp
667,58,9819,my electro feelings,Goldfrapp
668,58,9828,q sexy,Goldfrapp
669,58,9972,dance - trance,Goldfrapp
670,58,10220,beautiful track,Goldfrapp
671,58,10586,i buy singles for b-sides like this,Goldfrapp
672,58,11082,essential instrumental versions,Goldfrapp
673,58,12219,launge,Goldfrapp
674,58,12220,light trip-hop,Goldfrapp
675,71,13,chillout,Dido
676,71,15,downtempo,Dido
677,71,18,electronic,Dido
678,71,21,trip-hop,Dido
679,71,14,ambient,Dido
680,71,23,new age,Dido
681,71,24,pop,Dido
682,71,46,melancholy,Dido
683,71,49,female vocalist,Dido
684,71,56,melancholic,Dido
685,71,73,rock,Dido
686,71,79,alternative,Dido
687,71,130,female vocalists,Dido
688,71,134,singer-songwriter,Dido
689,71,81,indie,Dido
690,71,195,british,Dido
691,71,185,acoustic,Dido
692,71,213,beautiful,Dido
693,71,234,amazing,Dido
694,71,296,indie pop,Dido
695,71,292,folk,Dido
696,71,346,female,Dido
697,71,352,90s,Dido
698,71,389,britpop,Dido
699,71,511,english,Dido
700,71,508,love,Dido
701,71,512,romantic,Dido
702,71,526,piano,Dido
703,71,528,folk rock,Dido
704,71,625,soul,Dido
705,71,238,sexy,Dido
706,71,825,relaxing,Dido
707,71,826,chill,Dido
708,71,824,mellow,Dido
709,71,836,dreamy,Dido
710,71,847,female vocal,Dido
711,71,1492,relax,Dido
712,71,1530,breathtaking,Dido
713,71,557,easy listening,Dido
714,71,2856,stunning,Dido
715,71,4411,charmed,Dido
716,71,8518,songs diana sang on x factor,Dido
717,71,10230,listened more than 10 times in a row,Dido
718,71,10420,dido,Dido
719,71,11499,leftovergrooves,Dido
720,71,12092,fascinating,Dido
721,389,13,chillout,Enya
722,389,15,downtempo,Enya
723,389,18,electronic,Enya
724,389,14,ambient,Enya
725,389,23,new age,Enya
726,389,24,pop,Enya
727,389,25,80s,Enya
728,389,74,synthpop,Enya
729,389,120,world music,Enya
730,389,130,female vocalists,Enya
731,389,176,emo,Enya
732,389,185,acoustic,Enya
733,389,184,soundtrack,Enya
734,389,191,instrumental,Enya
735,389,346,female,Enya
736,389,443,new ag,Enya
737,389,545,classical,Enya
738,389,727,vocal,Enya
739,389,27,ethereal,Enya
740,389,825,relaxing,Enya
741,389,826,chill,Enya
742,389,824,mellow,Enya
743,389,827,medieval,Enya
744,389,853,celtic,Enya
745,389,1099,christmas blend,Enya
746,389,1100,rain,Enya
747,389,1355,christmas,Enya
748,389,2068,irish,Enya
749,389,3599,pagan,Enya
750,389,4411,charmed,Enya
751,389,11171,relax music,Enya
752,389,12029,tinosoft,Enya
753,389,12647,eire,Enya
754,727,13,chillout,Era
755,727,14,ambient,Era
756,727,23,new age,Era
757,727,40,gregorian chant,Era
758,727,46,melancholy,Era
759,727,545,classical,Era
760,727,27,ethereal,Era
761,727,825,relaxing,Era
762,727,853,celtic,Era
763,727,978,opera,Era
764,727,1530,breathtaking,Era
765,727,3828,goddesses,Era
766,727,4516,choral,Era
767,1098,13,chillout,Björk
768,1098,15,downtempo,Björk
769,1098,18,electronic,Björk
770,1098,21,trip-hop,Björk
771,1098,14,ambient,Björk
772,1098,26,atmospheric,Björk
773,1098,39,dance,Björk
774,1098,24,pop,Björk
775,1098,16,new wave,Björk
776,1098,25,80s,Björk
777,1098,32,avant-garde,Björk
778,1098,33,experimental,Björk
779,1098,47,idm,Björk
780,1098,49,female vocalist,Björk
781,1098,73,rock,Björk
782,1098,79,alternative,Björk
783,1098,78,alternative rock,Björk
784,1098,88,psychedelic,Björk
785,1098,85,funk,Björk
786,1098,1,metal,Björk
787,1098,83,jazz,Björk
788,1098,127,seen live,Björk
789,1098,130,female vocalists,Björk
790,1098,134,singer-songwriter,Björk
791,1098,81,indie,Björk
792,1098,181,punk,Björk
793,1098,187,electronica,Björk
794,1098,191,instrumental,Björk
795,1098,213,beautiful,Björk
796,1098,229,epic,Björk
797,1098,231,ballad,Björk
798,1098,234,amazing,Björk
799,1098,210,00s,Björk
800,1098,242,power pop,Björk
801,1098,285,awesome,Björk
802,1098,287,lovely,Björk
803,1098,292,folk,Björk
804,1098,299,world,Björk
805,1098,309,electro,Björk
806,1098,346,female,Björk
807,1098,352,90s,Björk
808,1098,354,fun,Björk
809,1098,370,favorite,Björk
810,1098,387,progressive rock,Björk
811,1098,391,shoegaze,Björk
812,1098,408,female vocals,Björk
813,1098,424,progressive,Björk
814,1098,398,alternative pop,Björk
815,1098,500,brilliant,Björk
